1:1	요한복음 12:48-49, 골로새서 1:15, 요한 계시록 3:14, 요한 계시록 19:11, 요한 계시록 19:13, 잠언 8:22, 잠언 8:30, 요한복음 17:5, 이사야 9:6, 요한복음 1:18, 요한복음 10:35-36, 빌립보서 2:5-6
10:25	요한복음 3:2, 요한복음 5:36, 요한복음 10:38, 요한복음 14:10, 사도행전 2:22
10:26	요한복음 8:47
10:27	요한복음 10:3
10:28	요한복음 5:24, 요한복음 17:1-2, 요한복음 6:37, 요한복음 18:9
10:29	베드로 전서 1:4-5
10:30	요한복음 10:38, 요한복음 17:11, 요한복음 17:20-23
10:31	요한복음 8:59
10:33	레위기 24:16, 마태복음 9:2-3, 마태복음 26:64-65
10:34	시편 82:6, 고린도 전서 8:5
10:35	시편 82:1
10:36	누가복음 1:35, 요한복음 5:18
10:38	요한복음 5:36, 요한복음 14:10, 요한복음 17:21
10:39	요한복음 7:30
10:40	요한복음 1:28
10:41	요한복음 1:29
11:1	누가복음 10:38-42, 요한복음 11:18
11:2	마태복음 26:6-7, 마가복음 14:3, 요한복음 12:3
11:3	요한복음 11:36
11:4	요한복음 9:1-3
11:8	요한복음 1:38, 요한복음 8:59, 요한복음 10:31
11:9	요한복음 9:4, 요한복음 12:35
11:11	시편 13:3, 마태복음 9:24, 사도행전 7:59-60, 고린도 전서 15:6
11:14	전도서 9:5
11:16	요한복음 11:8
11:20	누가복음 10:38-39
11:24	이사야 26:19, 요한복음 5:28-29, 사도행전 24:15, 히브리서 11:35, 요한 계시록 20:12
11:25	요한복음 6:40, 요한복음 6:44, 요한복음 14:6, 요한 계시록 1:17-18
11:26	요한복음 8:51
11:28	마태복음 23:8, 요한복음 13:13
11:31	요한복음 11:17
11:35	누가복음 19:41, 히브리서 4:15
11:37	요한복음 9:6-7
11:40	요한복음 9:1-3, 요한복음 11:4
11:41	마태복음 14:19, 마가복음 7:34-35
11:42	요한복음 12:28-30, 요한복음 17:8
11:43	누가복음 7:12, 누가복음 7:14
11:45	요한복음 2:23, 요한복음 10:42, 요한복음 12:10-11
11:47	누가복음 16:31, 요한복음 12:37, 사도행전 4:15-16
11:49	마태복음 26:3, 누가복음 3:2, 사도행전 4:5-6
11:50	요한복음 18:14
11:52	갈라디아서 3:28, 에베소서 3:6
11:53	마태복음 26:4, 요한복음 5:18
11:54	사무엘하 13:23, 역대기하 13:19, 마태복음 10:23, 요한복음 7:1
11:55	출애굽기 12:14, 신명기 16:1, 요한복음 2:13, 요한복음 5:1, 요한복음 6:4, 요한복음 12:1
12:1	요한복음 11:18, 요한복음 11:1, 요한복음 11:43
12:2	누가복음 10:40
12:3	누가복음 7:37-38, 마태복음 26:6-10, 마가복음 14:3-6
12:4	마태복음 26:47, 마가복음 14:10, 누가복음 22:48, 요한복음 13:29, 사도행전 1:16
12:7	마태복음 26:12, 마가복음 14:8, 요한복음 19:40
12:8	신명기 15:11, 마태복음 26:11, 마가복음 14:7
12:9	요한복음 11:43-44
12:10	누가복음 16:31
12:11	요한복음 7:31, 요한복음 11:44-45
12:13	요한 계시록 7:9, 시편 118:25-26, 마태복음 21:8-9, 마가복음 11:8-9, 요한복음 1:49
12:14	마태복음 21:7, 마가복음 11:7, 누가복음 19:35
12:15	열왕기상 1:33-34, 이사야 62:11, 스가랴 9:9, 마태복음 21:5
12:16	누가복음 18:34, 요한복음 7:39, 누가복음 24:45, 요한복음 14:26
12:17	요한복음 11:1, 요한복음 11:43, 마태복음 21:15, 누가복음 19:37
12:19	누가복음 19:39, 요한복음 11:48
12:21	요한복음 1:44
12:22	요한복음 1:40, 요한복음 1:44
12:23	요한복음 13:31-32, 요한복음 17:1
12:24	마태복음 16:21, 로마서 14:9, 고린도 전서 15:36
12:25	요한 계시록 12:11, 마태복음 10:28, 마태복음 16:25, 마가복음 8:35, 누가복음 9:24
12:26	요한복음 14:3, 요한복음 17:24, 데살로니가 전서 4:17
12:27	마태복음 26:38, 마가복음 14:34, 누가복음 12:50, 누가복음 22:41-42, 히브리서 5:7
12:28	마태복음 3:17, 마태복음 17:5, 마가복음 1:11, 마가복음 9:7, 누가복음 3:22, 누가복음 9:35, 베드로 후서 1:17, 요한복음 17:1
12:30	요한복음 11:42
12:31	요한복음 14:30, 요한복음 16:11, 사도행전 26:17-18, 고린도 후서 4:3-4, 에베소서 2:1-2, 요한 1서 5:19, 누가복음 10:18, 요한 계시록 12:9
12:32	요한복음 3:14, 요한복음 8:28, 로마서 5:18, 히브리서 2:9
12:33	마태복음 20:18-19, 사도행전 5:30
12:34	시편 89:35-36, 시편 110:4, 이사야 9:7, 요한복음 3:14
12:35	요한복음 1:9, 요한복음 11:10
12:36	에베소서 5:8
12:38	로마서 10:16, 이사야 53:1
